file_idx,smiles,am1_barrier,dft_barrier,split
84,C(=C(\C(=O)NC)/C)(/C)\Br,28.1533976128,22.2427416056,train
85,C(=C(\C(=O)Nc1ccccc1)/C)(/C)\Br,26.2038539667,18.0829938527,train
86,C(=C(\C(=O)N(C)C)/C)(/C)\Br,32.4826527869,29.3328833019,train
87,C(=C(\C(=O)OC)/C)(/C)\Br,25.100069681,17.6841990315,train
88,C(=C(\C(=O)c1ccccc1)/C)(/C)\Br,30.3401095359,20.0518048272,train
89,C(=C(\C(=O)C)/Cl)(/C)\Br,25.3846786419,13.4034988268,test
90,C(=C(\C=O)/Cl)(/C)\Br,17.0968973154,9.5259671841,train
91,C(=C(\C(=O)N)/Cl)(/C)\Br,24.827143906,19.5533301261,train
92,C(=C(\C(=O)NC)/Cl)(/C)\Br,25.2603400579,18.1672872,train
93,C(=C(\C(=O)Nc1ccccc1)/Cl)(/C)\Br,22.4679434064,14.1340767319,test
94,C(=C(\C(=O)N(C)C)/Cl)(/C)\Br,27.322509533,24.5050262114,train
95,C(=C(\C(=O)OC)/Cl)(/C)\Br,20.4429530559,15.3120375168,train
96,C(=C(\C(=O)c1ccccc1)/Cl)(/C)\Br,25.6081879139,16.0842193,train
97,C(=C(\C(=O)C)/Br)(/C)\Br,22.5611891438,13.7249405555,train
98,C(=C(\C=O)/Br)(/C)\Br,15.7356058876,8.8576695949,train
99,C(=C(\C(=O)N)/Br)(/C)\Br,21.3573313356,17.1780373388,train
100,C(=C(\C(=O)NC)/Br)(/C)\Br,21.8934105997,18.5802951106,train
101,C(=C(\C(=O)Nc1ccccc1)/Br)(/C)\Br,19.5799521108,13.5307075475,test
102,C(=C(\C(=O)N(C)C)/Br)(/C)\Br,24.7331465998,25.2929208319,train
103,C(=C(\C(=O)OC)/Br)(/C)\Br,17.5717271973,14.7919639392,train
104,C(=C(\C(=O)c1ccccc1)/Br)(/C)\Br,23.7104983432,18.7980408982,test
105,C(=C(\C(=O)C)/c1ccccc1)(/C)\Br,27.5349561024,18.5477461942,train
106,C(=C(\C=O)/c1ccccc1)(/C)\Br,19.2877763023,12.8080362615,train
107,C(=C(\C(=O)N)/c1ccccc1)(/C)\Br,26.5449614753,18.9409373557,test
108,C(=C(\C(=O)NC)/c1ccccc1)(/C)\Br,26.4586706106,18.9584197693,test
109,C(=C(\C(=O)Nc1ccccc1)/c1ccccc1)(/C)\Br,25.1570543472,15.8653941967,train
110,C(=C(\C(=O)N(C)C)/c1ccccc1)(/C)\Br,30.3174741499,25.7850263115,train
111,C(=C(\C(=O)OC)/c1ccccc1)(/C)\Br,22.6819380187,17.5915409826,train
112,C(=C(\C(=O)c1ccccc1)/c1ccccc1)(/C)\Br,29.7097180416,16.6973901826,train
113,C(=C\C(=O)C)(/C)\Br,24.9279392647,13.6372963067,train
114,C(=C\C=O)(/C)\Br,22.0117639057,12.2002494104,train
115,C(=C\C(=O)N)(/C)\Br,26.732140043,18.4993903145,train
116,C(=C\C(=O)NC)(/C)\Br,26.8181898761,19.0618647062,train
117,C(=C\C(=O)Nc1ccccc1)(/C)\Br,24.6954475104,15.8323495471,train
118,C(=C\C(=O)N(C)C)(/C)\Br,28.8818561646,19.2373414555,train
119,C(=C\C(=O)OC)(/C)\Br,23.135734526,17.8728409296,train
120,C(=C\C(=O)c1ccccc1)(/C)\Br,25.3717660492,14.9938525628,train
121,C(=C(\C(=O)C)/C)(/C)\c1ccccc1,34.6499653233,22.1196399346,train
122,C(=C(\C=O)/C)(/C)\c1ccccc1,28.5257560448,18.8154178903,train
123,C(=C(\C(=O)N)/C)(/C)\c1ccccc1,36.9118159775,27.3291765251,test
124,C(=C(\C(=O)NC)/C)(/C)\c1ccccc1,36.9336568937,29.6705116369,train
125,C(=C(\C(=O)Nc1ccccc1)/C)(/C)\c1ccccc1,34.0164906324,25.5969447796,train
126,C(=C(\C(=O)N(C)C)/C)(/C)\c1ccccc1,38.514850864,37.2588312219,train
127,C(=C(\C(=O)OC)/C)(/C)\c1ccccc1,30.3819064592,22.8400390087,train
128,C(=C(\C(=O)c1ccccc1)/C)(/C)\c1ccccc1,34.7216935327,23.1161940055,train
129,C(=C(\C(=O)C)/Cl)(/C)\c1ccccc1,27.33740911,18.8751699702,train
130,C(=C(\C=O)/Cl)(/C)\c1ccccc1,23.2608163197,14.1911361686,train
131,C(=C(\C(=O)N)/Cl)(/C)\c1ccccc1,30.7270844937,20.2108445935,train
132,C(=C(\C(=O)NC)/Cl)(/C)\c1ccccc1,30.4075347196,22.252361326,test
133,C(=C(\C(=O)Nc1ccccc1)/Cl)(/C)\c1ccccc1,27.7869978774,18.5113443698,train
134,C(=C(\C(=O)N(C)C)/Cl)(/C)\c1ccccc1,33.1474182169,31.3349271784,train
135,C(=C(\C(=O)OC)/Cl)(/C)\c1ccccc1,24.6448937211,17.4218122198,train
136,C(=C(\C(=O)c1ccccc1)/Cl)(/C)\c1ccccc1,29.0850677699,22.6984703613,train
137,C(=C(\C(=O)C)/Br)(/C)\c1ccccc1,27.7281438001,15.806345555,train
138,C(=C(\C=O)/Br)(/C)\c1ccccc1,21.5243291762,13.6092842841,train
139,C(=C(\C(=O)N)/Br)(/C)\c1ccccc1,29.0415628099,20.4779716114,train
140,C(=C(\C(=O)NC)/Br)(/C)\c1ccccc1,28.8660129399,22.4251523348,train
141,C(=C(\C(=O)Nc1ccccc1)/Br)(/C)\c1ccccc1,26.1524778577,23.9724149953,train
142,C(=C(\C(=O)N(C)C)/Br)(/C)\c1ccccc1,30.8485681499,30.6863208358,train
143,C(=C(\C(=O)OC)/Br)(/C)\c1ccccc1,24.3135821568,16.9972832353,train
144,C(=C(\C(=O)c1ccccc1)/Br)(/C)\c1ccccc1,28.4447188191,20.8678620729,train
145,C(=C(\C(=O)C)/c1ccccc1)(/C)\c1ccccc1,31.3023668909,20.289037294,train
146,C(=C(\C=O)/c1ccccc1)(/C)\c1ccccc1,25.2461675092,18.2280614925,train
147,C(=C(\C(=O)N)/c1ccccc1)(/C)\c1ccccc1,34.3506430063,27.7773161811,train
148,C(=C(\C(=O)NC)/c1ccccc1)(/C)\c1ccccc1,34.5133545746,28.6134349046,train
149,C(=C(\C(=O)Nc1ccccc1)/c1ccccc1)(/C)\c1ccccc1,31.9596335459,22.114160522,train
150,C(=C(\C(=O)N(C)C)/c1ccccc1)(/C)\c1ccccc1,35.4733156444,31.4705696263,train
151,C(=C(\C(=O)OC)/c1ccccc1)(/C)\c1ccccc1,29.7583265539,20.3611613504,train
152,C(=C(\C(=O)c1ccccc1)/c1ccccc1)(/C)\c1ccccc1,33.23552175,19.4870952464,train
153,C(=C\C(=O)C)(/C)\c1ccccc1,29.7115733197,18.9589079718,train
154,C(=C\C=O)(/C)\c1ccccc1,29.8203276524,19.1987715857,train
155,C(=C\C(=O)N)(/C)\c1ccccc1,33.2359586569,28.5357140913,train
156,C(=C\C(=O)NC)(/C)\c1ccccc1,33.4741432509,29.5269073488,train
157,C(=C\C(=O)Nc1ccccc1)(/C)\c1ccccc1,32.3647276366,22.4340284564,train
158,C(=C\C(=O)N(C)C)(/C)\c1ccccc1,33.992425378,25.5900164475,train
159,C(=C\C(=O)OC)(/C)\c1ccccc1,26.6839709411,19.7031800163,train
160,C(=C\C(=O)c1ccccc1)(/C)\c1ccccc1,29.0477205471,18.1396240724,train
161,C(=C(\C(=O)C)/C)/C,20.4591182113,16.0525043438,train
162,C(=C(\C=O)/C)/C,19.14992946,15.5212429003,test
163,C(=C(\C(=O)N)/C)/C,22.653423645,18.1214802635,test
164,C(=C(\C(=O)NC)/C)/C,22.6658048832,19.7214857226,train
165,C(=C(\C(=O)Nc1ccccc1)/C)/C,20.1024804763,15.0896280789,train
166,C(=C(\C(=O)N(C)C)/C)/C,26.5668682792,24.362023705,train
167,C(=C(\C(=O)OC)/C)/C,18.2548471979,16.4450485429,train
168,C(=C(\C(=O)c1ccccc1)/C)/C,20.4053172247,15.7815005722,test
169,C(=C(\C(=O)C)/Cl)/C,14.144764239,10.1261021852,train
170,C(=C(\C=O)/Cl)/C,10.8215748777,11.0273752175,train
171,C(=C(\C(=O)N)/Cl)/C,18.8598098848,14.5539558714,train
172,C(=C(\C(=O)NC)/Cl)/C,18.5363569623,15.3133276761,train
173,C(=C(\C(=O)Nc1ccccc1)/Cl)/C,15.756756837,12.1092191211,train
174,C(=C(\C(=O)N(C)C)/Cl)/C,21.0222339092,18.3527965708,train
175,C(=C(\C(=O)OC)/Cl)/C,14.0517541837,11.5431999278,train
176,C(=C(\C(=O)c1ccccc1)/Cl)/C,16.2141570427,11.0550458753,train
177,C(=C(\C(=O)C)/Br)/C,14.1449105128,9.8163973945,train
178,C(=C(\C=O)/Br)/C,10.5947659501,8.4442977284,train
179,C(=C(\C(=O)N)/Br)/C,16.4051061292,13.9933577323,train
180,C(=C(\C(=O)NC)/Br)/C,16.5573159105,14.4218023764,train
181,C(=C(\C(=O)Nc1ccccc1)/Br)/C,14.9297233699,11.0146079097,train
182,C(=C(\C(=O)N(C)C)/Br)/C,19.2361039366,18.0141560628,train
183,C(=C(\C(=O)OC)/Br)/C,11.7476288508,12.3415331688,train
184,C(=C(\C(=O)c1ccccc1)/Br)/C,15.800044098,8.9882229409,train
185,C(=C(\C(=O)C)/c1ccccc1)/C,18.5440515479,13.2884211195,train
186,C(=C(\C=O)/c1ccccc1)/C,13.9692197958,10.7529301839,train
187,C(=C(\C(=O)N)/c1ccccc1)/C,20.8579443789,17.4916628095,train
188,C(=C(\C(=O)NC)/c1ccccc1)/C,21.1136329287,19.0214995318,train
189,C(=C(\C(=O)Nc1ccccc1)/c1ccccc1)/C,19.5584983305,15.5529710343,train
190,C(=C(\C(=O)N(C)C)/c1ccccc1)/C,22.6031152896,19.4959286973,train
191,C(=C(\C(=O)OC)/c1ccccc1)/C,13.6646905317,14.4464509483,test
192,C(=C(\C(=O)c1ccccc1)/c1ccccc1)/C,18.8240263046,11.7952547958,train
193,C(=C\C(=O)C)/C,20.9162373777,14.487460575,test
194,C(=C\C=O)/C,19.5763427256,13.7255956749,train
195,C(=C\C(=O)N)/C,21.5162426745,17.910027141,train
196,C(=C\C(=O)NC)/C,21.7010868177,18.4449990479,train
197,C(=C\C(=O)Nc1ccccc1)/C,19.3876133845,14.1330093385,train
198,C(=C\C(=O)N(C)C)/C,22.539007194,18.930407119,train
199,C(=C\C(=O)OC)/C,18.195867445,15.8790293497,train
200,C(=C\C(=O)c1ccccc1)/C,18.4987100439,12.0369752103,train
201,C(=C(\C(=O)C)/C)(/Cl)\C,22.8675427255,18.3515666522,train
202,C(=C(\C=O)/C)(/Cl)\C,20.8863968791,13.33664083,train
203,C(=C(\C(=O)N)/C)(/Cl)\C,28.1231317874,21.2329709304,test
204,C(=C(\C(=O)NC)/C)(/Cl)\C,27.6204863764,23.2265352714,train
205,C(=C(\C(=O)Nc1ccccc1)/C)(/Cl)\C,25.3401516997,18.5506954887,train
206,C(=C(\C(=O)N(C)C)/C)(/Cl)\C,28.3071237515,31.5158300022,train
207,C(=C(\C(=O)OC)/C)(/Cl)\C,19.2179646574,19.0085609139,test
208,C(=C(\C(=O)c1ccccc1)/C)(/Cl)\C,24.0353116052,20.6751802689,train
209,C(=C(\C(=O)C)/Cl)(/Cl)\C,16.3990833985,12.7878492819,train
210,C(=C(\C=O)/Cl)(/Cl)\C,14.0553985813,10.29400113,train
211,C(=C(\C(=O)N)/Cl)(/Cl)\C,19.268087517,15.9711609184,train
212,C(=C(\C(=O)NC)/Cl)(/Cl)\C,19.5474944161,16.8452502402,train
213,C(=C(\C(=O)Nc1ccccc1)/Cl)(/Cl)\C,21.2728758319,14.1854258324,train
214,C(=C(\C(=O)N(C)C)/Cl)(/Cl)\C,22.5573476862,22.8708974145,train
215,C(=C(\C(=O)OC)/Cl)(/Cl)\C,14.9851586322,13.9077215144,train
216,C(=C(\C(=O)c1ccccc1)/Cl)(/Cl)\C,19.400567316,14.982205987,test
217,C(=C(\C(=O)C)/Br)(/Cl)\C,17.4978802094,12.5386840949,train
218,C(=C(\C=O)/Br)(/Cl)\C,13.1776748082,9.8709907187,train
219,C(=C(\C(=O)N)/Br)(/Cl)\C,18.2865488053,15.2196869473,train
220,C(=C(\C(=O)NC)/Br)(/Cl)\C,18.684315013,16.4543871392,train
221,C(=C(\C(=O)Nc1ccccc1)/Br)(/Cl)\C,18.5839630151,13.8838134039,train
222,C(=C(\C(=O)N(C)C)/Br)(/Cl)\C,20.8013685182,22.7546575595,train
223,C(=C(\C(=O)OC)/Br)(/Cl)\C,14.8877856986,13.3496710643,train
224,C(=C(\C(=O)c1ccccc1)/Br)(/Cl)\C,17.5427981105,15.8910154081,train
225,C(=C(\C(=O)C)/c1ccccc1)(/Cl)\C,21.265973453,15.8882945271,train
226,C(=C(\C=O)/c1ccccc1)(/Cl)\C,19.2833882326,10.9137696473,train
227,C(=C(\C(=O)N)/c1ccccc1)(/Cl)\C,25.0355971698,20.5994248151,train
228,C(=C(\C(=O)NC)/c1ccccc1)(/Cl)\C,25.3667470259,19.4699529424,train
229,C(=C(\C(=O)Nc1ccccc1)/c1ccccc1)(/Cl)\C,23.3774081264,16.6626387082,train
230,C(=C(\C(=O)N(C)C)/c1ccccc1)(/Cl)\C,24.9053881007,23.4687758913,train
231,C(=C(\C(=O)OC)/c1ccccc1)(/Cl)\C,19.6418006914,17.111778614,train
232,C(=C(\C(=O)c1ccccc1)/c1ccccc1)(/Cl)\C,22.3738307981,18.7102523227,train
233,C(=C\C(=O)C)(/Cl)\C,20.5701186815,15.5112761675,train
234,C(=C\C=O)(/Cl)\C,20.5676495471,11.9990755206,train
235,C(=C\C(=O)N)(/Cl)\C,25.3398907118,19.6998159379,train
236,C(=C\C(=O)NC)(/Cl)\C,25.500594143,23.019314073,train
237,C(=C\C(=O)Nc1ccccc1)(/Cl)\C,24.8435356389,18.5821895616,train
238,C(=C\C(=O)N(C)C)(/Cl)\C,23.5802300367,20.4070071926,train
239,C(=C\C(=O)OC)(/Cl)\C,17.8276891313,16.8658927917,train
240,C(=C\C(=O)c1ccccc1)(/Cl)\C,19.8608606084,14.4799593268,train
241,C(=C(C(=O)C)C)(Cl)Cl,25.6910282842,16.5448677301,train
242,C(=C(C=O)C)(Cl)Cl,20.5746695805,11.9959323255,train
243,C(=C(C(=O)N)C)(Cl)Cl,23.5686330338,19.9595985851,test
244,C(=C(C(=O)NC)C)(Cl)Cl,24.0655913331,20.9540191238,train
245,C(=C(C(=O)Nc1ccccc1)C)(Cl)Cl,21.8933292834,17.0987138668,test
246,C(=C(C(=O)N(C)C)C)(Cl)Cl,27.3238464473,28.2217585512,train
247,C(=C(C(=O)OC)C)(Cl)Cl,16.6340126687,19.0585953821,train
248,C(=C(C(=O)c1ccccc1)C)(Cl)Cl,26.0832363486,19.6479083543,train
249,C(=C(C(=O)C)Cl)(Cl)Cl,17.9919891979,11.7374925488,train
250,C(=C(C=O)Cl)(Cl)Cl,14.8507188166,8.7741543586,train
251,C(=C(C(=O)N)Cl)(Cl)Cl,18.0106308764,14.9934697823,train
252,C(=C(C(=O)NC)Cl)(Cl)Cl,18.192621257,15.6433374186,train
253,C(=C(C(=O)Nc1ccccc1)Cl)(Cl)Cl,17.6777244519,11.9994714793,train
254,C(=C(C(=O)N(C)C)Cl)(Cl)Cl,19.9595929979,23.2119927394,test
255,C(=C(C(=O)OC)Cl)(Cl)Cl,14.0086986007,13.7463449032,train
256,C(=C(C(=O)c1ccccc1)Cl)(Cl)Cl,18.0096531252,17.5158758901,train
257,C(=C(C(=O)C)Br)(Cl)Cl,15.9081031876,12.8234918199,train
258,C(=C(C=O)Br)(Cl)Cl,14.5590735637,7.0230766212,train
259,C(=C(C(=O)N)Br)(Cl)Cl,16.1607432814,13.7609972493,train
260,C(=C(C(=O)NC)Br)(Cl)Cl,16.2113198749,14.1774062617,train
261,C(=C(C(=O)Nc1ccccc1)Br)(Cl)Cl,16.0468511068,12.288138387,train
262,C(=C(C(=O)N(C)C)Br)(Cl)Cl,17.2016568542,22.8447051693,train
263,C(=C(C(=O)OC)Br)(Cl)Cl,12.0517069067,13.7167201807,train
264,C(=C(C(=O)c1ccccc1)Br)(Cl)Cl,15.93722247,17.7062308893,train
265,C(=C(C(=O)C)c1ccccc1)(Cl)Cl,22.2770028341,19.2468984248,train
266,C(=C(C=O)c1ccccc1)(Cl)Cl,18.4399591452,9.9658387755,train
267,C(=C(C(=O)N)c1ccccc1)(Cl)Cl,21.6126751788,16.1587548754,train
268,C(=C(C(=O)NC)c1ccccc1)(Cl)Cl,21.9915801728,16.5049895027,train
269,C(=C(C(=O)Nc1ccccc1)c1ccccc1)(Cl)Cl,19.2053485719,14.4684200549,train
270,C(=C(C(=O)N(C)C)c1ccccc1)(Cl)Cl,19.615033144,24.3461972885,train
271,C(=C(C(=O)OC)c1ccccc1)(Cl)Cl,18.7421209444,15.6127086812,test
272,C(=C(C(=O)c1ccccc1)c1ccccc1)(Cl)Cl,22.8848207465,21.1472732164,test
273,C(=CC(=O)C)(Cl)Cl,20.1809995865,11.119351791,train
274,C(=CC=O)(Cl)Cl,15.2293540063,10.5024911527,train
275,C(=CC(=O)N)(Cl)Cl,22.2532415242,15.8209728007,test
276,C(=CC(=O)NC)(Cl)Cl,22.3835730639,16.4577505895,train
277,C(=CC(=O)Nc1ccccc1)(Cl)Cl,19.6004604191,13.355419051,train
278,C(=CC(=O)N(C)C)(Cl)Cl,23.1040062617,16.8113145277,test
279,C(=CC(=O)OC)(Cl)Cl,17.2340300905,16.2866224812,train
280,C(=CC(=O)c1ccccc1)(Cl)Cl,19.7195289648,10.5052584696,train
281,C(=C(\C(=O)C)/C)(/Cl)\Br,27.9908354392,17.0711222753,train
282,C(=C(\C=O)/C)(/Cl)\Br,18.4813114019,13.3930947198,train
283,C(=C(\C(=O)N)/C)(/Cl)\Br,26.0943363871,19.6467474618,train
284,C(=C(\C(=O)NC)/C)(/Cl)\Br,25.5251951368,19.8027086665,train
285,C(=C(\C(=O)Nc1ccccc1)/C)(/Cl)\Br,23.4236725486,16.3495240305,train
286,C(=C(\C(=O)N(C)C)/C)(/Cl)\Br,28.8066917638,28.4331476676,train
287,C(=C(\C(=O)OC)/C)(/Cl)\Br,20.531836833,19.1916775909,train
288,C(=C(\C(=O)c1ccccc1)/C)(/Cl)\Br,28.1612330502,19.5948649784,train
289,C(=C(\C(=O)C)/Cl)(/Cl)\Br,21.914506387,11.7895130844,train
290,C(=C(\C=O)/Cl)(/Cl)\Br,17.9651814046,8.9840813782,train
291,C(=C(\C(=O)N)/Cl)(/Cl)\Br,21.1188344454,14.9677356185,train
292,C(=C(\C(=O)NC)/Cl)(/Cl)\Br,21.1319149715,16.1998504707,train
293,C(=C(\C(=O)Nc1ccccc1)/Cl)(/Cl)\Br,18.486515605,12.4516861815,train
294,C(=C(\C(=O)N(C)C)/Cl)(/Cl)\Br,23.0406307412,23.731106227,train
295,C(=C(\C(=O)OC)/Cl)(/Cl)\Br,14.5771799722,14.0919018201,train
296,C(=C(\C(=O)c1ccccc1)/Cl)(/Cl)\Br,21.3677156497,18.5385155293,train
297,C(=C(\C(=O)C)/Br)(/Cl)\Br,17.8850877601,13.4375788663,train
298,C(=C(\C=O)/Br)(/Cl)\Br,16.9452189761,8.1257864693,train
299,C(=C(\C(=O)N)/Br)(/Cl)\Br,17.7863660124,16.0453952888,train
300,C(=C(\C(=O)NC)/Br)(/Cl)\Br,19.010356142,14.2261825732,train
301,C(=C(\C(=O)Nc1ccccc1)/Br)(/Cl)\Br,16.6636528064,12.1153913047,train
302,C(=C(\C(=O)N(C)C)/Br)(/Cl)\Br,20.8048932263,23.1138879078,train
303,C(=C(\C(=O)OC)/Br)(/Cl)\Br,12.9987611543,14.0284292372,train
304,C(=C(\C(=O)c1ccccc1)/Br)(/Cl)\Br,18.9088227708,19.1410313012,train
305,C(=C(\C(=O)C)/c1ccccc1)(/Cl)\Br,25.3030293059,19.4291460018,train
306,C(=C(\C=O)/c1ccccc1)(/Cl)\Br,19.8565883981,9.7677152093,train
307,C(=C(\C(=O)N)/c1ccccc1)(/Cl)\Br,22.8121985531,15.7197617977,train
308,C(=C(\C(=O)NC)/c1ccccc1)(/Cl)\Br,24.1921458001,17.3109250205,train
309,C(=C(\C(=O)Nc1ccccc1)/c1ccccc1)(/Cl)\Br,22.8272470737,14.3041066989,train
310,C(=C(\C(=O)N(C)C)/c1ccccc1)(/Cl)\Br,21.1345755254,23.9449865561,test
311,C(=C(\C(=O)OC)/c1ccccc1)(/Cl)\Br,23.7738548145,15.0037609377,train
312,C(=C(\C(=O)c1ccccc1)/c1ccccc1)(/Cl)\Br,21.7216959528,21.8377909165,train
313,C(=C\C(=O)C)(/Cl)\Br,23.024724227,10.38439387,train
314,C(=C\C=O)(/Cl)\Br,20.4020766873,10.1278993721,train
